time,notch
2993.0,-10.095224401643806
2993.00390625,-10.166557610365357
2993.0078125,-10.469725889333123
2993.01171875,-11.091183867777543
2993.015625,-11.857511882621388
2993.01953125,-12.681922675195942
2993.0234375,-13.821910009980517
2993.02734375,-15.728266132467994
2993.03125,-18.65007104836858
2993.03515625,-22.286400815610847
2993.0390625,-25.65655658456726
2993.04296875,-27.362617464294807
2993.046875,-26.331308560768097
2993.05078125,-22.658378284879
2993.0546875,-17.805020981547287
2993.05859375,-13.81615430573828
2993.0625,-12.15040589394268
2993.06640625,-13.024446072394731
2993.0703125,-15.562475957174492
2993.07421875,-18.4181873902592
2993.078125,-20.520758470274053
2993.08203125,-21.695639060793436
2993.0859375,-22.75652964874576
2993.08984375,-24.796876233297898
2993.09375,-28.113951375116965
2993.09765625,-31.709841166438643
2993.1015625,-33.88805356981689
2993.10546875,-33.470792361867694
2993.109375,-30.616866387917806
2993.11328125,-26.629206342115403
2993.1171875,-23.02515336310426
2993.12109375,-20.650954529003194
2993.125,-19.440025667308458
2993.12890625,-18.849160567061254
2993.1328125,-18.47902048976567
2993.13671875,-18.282524281380628
2993.140625,-18.286176231597167
2993.14453125,-18.377834522620194
2993.1484375,-18.568282452598602
2993.15234375,-19.322693510437926
2993.15625,-21.26676700525267
2993.16015625,-24.337707361945654
2993.1640625,-27.30111803338021
2993.16796875,-28.34584879223388
2993.171875,-26.37608743886686
2993.17578125,-21.875866978185666
2993.1796875,-16.626212954739312
2993.18359375,-12.59005188020992
2993.1875,-10.84599930961845
2993.19140625,-11.194696620094579
2993.1953125,-12.484536361129365
2993.19921875,-13.304385294860285
2993.203125,-12.614760751953414
2993.20703125,-10.090491806264238
2993.2109375,-6.178317831423509
2993.21484375,-1.884021283646424
2993.21875,1.7447613948993606
2993.22265625,4.26222065733552
2993.2265625,6.099232940494209
2993.23046875,8.091946423097333
2993.234375,10.563254828886738
2993.23828125,12.80647626728138
2993.2421875,13.50922165493935
2993.24609375,11.74562942652573
2993.25,7.676781510394324
2993.25390625,2.4845133070540912
2993.2578125,-2.2683766536627985
2993.26171875,-5.390004850785157
2993.265625,-6.574305016647265
2993.26953125,-6.486853446087325
2993.2734375,-6.366387940663069
2993.27734375,-7.2970588731117765
2993.28125,-9.522977756751244
2993.28515625,-12.218947661021394
2993.2890625,-13.904172599421981
2993.29296875,-13.282153161243949
2993.296875,-9.981516068342097
2993.30078125,-4.726398700450867
2993.3046875,1.1241504276531327
2993.30859375,6.284267479472787
2993.3125,10.009172793611418
2993.31640625,12.14781646194865
2993.3203125,12.987487400174738
2993.32421875,13.113632022179328
2993.328125,13.221405651677346
2993.33203125,13.750622196674614
2993.3359375,14.543927364261435
2993.33984375,14.944509975965811
2993.34375,14.423942316855651
2993.34765625,13.24727631841407
2993.3515625,12.500303514154437
2993.35546875,13.31639722273064
2993.359375,15.929080386208918
2993.36328125,19.435320565774894
2993.3671875,22.523631053188804
2993.37109375,24.49693140713226
2993.375,25.658770671310336
2993.37890625,26.781003881331124
2993.3828125,28.249025464227348
2993.38671875,29.711407512221214
2993.390625,30.437504489815
2993.39453125,29.836680178983496
2993.3984375,27.597082946180873
2993.40234375,23.555736965064543
2993.40625,17.774148359396364
2993.41015625,10.90905914500455
2993.4140625,4.390337367665556
2993.41796875,-0.08577618201343408
2993.421875,-1.5616788001565307
2993.42578125,-0.48098628121397446
2993.4296875,1.6414519909739684
2993.43359375,3.274587999611067
2993.4375,3.7605080010655794
2993.44140625,3.4238296510900135
2993.4453125,3.008821202933977
2993.44921875,2.996763621664713
2993.453125,3.273889224382542
2993.45703125,3.228203755417552
2993.4609375,2.0786921280316806
2993.46484375,-0.7152048061661085
2993.46875,-5.02776557494923
2993.47265625,-9.82070545624465
2993.4765625,-13.393135690472572
2993.48046875,-14.193152763526898
2993.484375,-11.736017337650164
2993.48828125,-6.9290003638710465
2993.4921875,-1.5133855364385111
2993.49609375,2.9318669486697697
2993.5,5.68258932304243
2993.50390625,6.909851800255744
2993.5078125,7.268627992290018
2993.51171875,7.395462192887944
2993.515625,7.526565209122156
2993.51953125,7.334742712105833
2993.5234375,6.079881816652629
2993.52734375,3.102359709506633
2993.53125,-1.5409013808026264
2993.53515625,-6.746222685194045
2993.5390625,-10.729169140243776
2993.54296875,-11.980770074192753
2993.546875,-10.15686076313223
2993.55078125,-6.224237438350472
2993.5546875,-1.7838664945422285
2993.55859375,1.8664437703844965
2993.5625,4.2708557826566285
2993.56640625,5.746489797186395
2993.5703125,6.975396611282138
2993.57421875,8.590203469160432
2993.578125,10.843277445522826
2993.58203125,13.35103928227779
2993.5859375,15.078729608071662
2993.58984375,14.802932751851383
2993.59375,11.96517884021945
2993.59765625,7.350614070471043
2993.6015625,2.932703346139267
2993.60546875,0.7884233579117169
2993.609375,1.8142848194573844
2993.61328125,5.242854881423097
2993.6171875,9.310241133592609
2993.62109375,12.46480391265829
2993.625,14.158431158807659
2993.62890625,14.76813442818276
2993.6328125,14.980483224484345
2993.63671875,15.283291589976578
2993.640625,15.84250606506811
2993.64453125,16.537166596886344
2993.6484375,16.922475393396734
2993.65234375,16.28527563501239
2993.65625,14.067525562851891
2993.66015625,10.505945773299063
2993.6640625,6.88594634736702
2993.66796875,4.953383904490883
2993.671875,5.769964622308782
2993.67578125,8.923374161510724
2993.6796875,12.764335894930687
2993.68359375,15.423920183379893
2993.6875,15.769319731021774
2993.69140625,13.723801273603762
2993.6953125,10.014315657836152
2993.69921875,5.720650703679975
2993.703125,1.853703809585621
2993.70703125,-1.041501151106562
2993.7109375,-3.20383910842086
2993.71484375,-5.596981831727772
2993.71875,-9.2511124540016
2993.72265625,-14.332789207318674
2993.7265625,-19.724746497080325
2993.73046875,-23.627781817149565
2993.734375,-24.82722806378859
2993.73828125,-23.618031086757995
2993.7421875,-21.631711053036142
2993.74609375,-20.750811674610656
2993.75,-22.01346849684064
2993.75390625,-25.252036588447485
2993.7578125,-29.485874607410732
2993.76171875,-33.58677028137591
2993.765625,-36.77448868898969
2993.76953125,-38.80327771045316
2993.7734375,-39.916823844072596
2993.77734375,-40.65242773865584
2993.78125,-41.498319390835114
2993.78515625,-42.490987126705136
2993.7890625,-43.039241532277046
2993.79296875,-42.22318378404494
2993.796875,-39.440880958889096
2993.80078125,-34.9509877885734
2993.8046875,-29.920619691945625
2993.80859375,-25.927324077281646
2993.8125,-24.18958850132039
2993.81640625,-24.933324556379734
2993.8203125,-27.219389071122396
2993.82421875,-29.363418712602744
2993.828125,-29.841292574527543
2993.83203125,-28.249958945823867
2993.8359375,-25.655796636203707
2993.83984375,-23.920279530967527
