time,raw
2993.0,4.493284493284492
2993.00390625,6.056166056166055
2993.0078125,3.3211233211233204
2993.01171875,1.7582417582417573
2993.015625,3.3211233211233204
2993.01953125,1.7582417582417573
2993.0234375,-1.3675213675213682
2993.02734375,-3.3211233211233218
2993.03125,-3.711843711843712
2993.03515625,-7.228327228327229
2993.0390625,-13.08913308913309
2993.04296875,-15.04273504273504
2993.046875,-14.652014652014653
2993.05078125,-9.963369963369964
2993.0546875,-3.3211233211233218
2993.05859375,-0.9768009768009775
2993.0625,-0.9768009768009775
2993.06640625,-0.9768009768009775
2993.0703125,-0.9768009768009775
2993.07421875,-6.837606837606838
2993.078125,-11.916971916971917
2993.08203125,-9.181929181929183
2993.0859375,-9.181929181929183
2993.08984375,-13.87057387057387
2993.09375,-16.214896214896214
2993.09765625,-19.340659340659343
2993.1015625,-24.02930402930403
2993.10546875,-24.810744810744808
2993.109375,-18.55921855921856
2993.11328125,-15.04273504273504
2993.1171875,-11.526251526251526
2993.12109375,-9.181929181929183
2993.125,-10.354090354090355
2993.12890625,-11.526251526251526
2993.1328125,-7.619047619047619
2993.13671875,-4.102564102564103
2993.140625,-8.400488400488399
2993.14453125,-12.307692307692308
2993.1484375,-9.572649572649572
2993.15234375,-8.400488400488399
2993.15625,-10.744810744810744
2993.16015625,-14.261294261294262
2993.1640625,-17.777777777777775
2993.16796875,-21.684981684981686
2993.171875,-18.55921855921856
2993.17578125,-11.526251526251526
2993.1796875,-7.619047619047619
2993.18359375,-3.711843711843712
2993.1875,-1.3675213675213682
2993.19140625,-3.711843711843712
2993.1953125,-6.837606837606838
2993.19921875,-2.9304029304029307
2993.203125,-2.9304029304029307
2993.20703125,-4.102564102564103
2993.2109375,0.19536019536019467
2993.21484375,6.056166056166055
2993.21875,10.744810744810742
2993.22265625,13.870573870573867
2993.2265625,11.916971916971914
2993.23046875,12.698412698412698
2993.234375,17.777777777777775
2993.23828125,21.684981684981683
2993.2421875,20.903540903540904
2993.24609375,17.777777777777775
2993.25,13.870573870573867
2993.25390625,10.354090354090353
2993.2578125,3.711843711843711
2993.26171875,-0.5860805860805868
2993.265625,0.5860805860805853
2993.26953125,0.19536019536019467
2993.2734375,-0.9768009768009775
2993.27734375,-1.3675213675213682
2993.28125,-3.3211233211233218
2993.28515625,-4.884004884004884
2993.2890625,-9.572649572649572
2993.29296875,-9.181929181929183
2993.296875,-4.493284493284494
2993.30078125,1.3675213675213669
2993.3046875,8.00976800976801
2993.30859375,11.135531135531135
2993.3125,12.698412698412698
2993.31640625,16.996336996336996
2993.3203125,20.51282051282051
2993.32421875,18.168498168498164
2993.328125,15.824175824175823
2993.33203125,17.777777777777775
2993.3359375,19.731379731379732
2993.33984375,19.34065934065934
2993.34375,19.34065934065934
2993.34765625,18.559218559218557
2993.3515625,16.605616605616603
2993.35546875,15.04273504273504
2993.359375,18.559218559218557
2993.36328125,25.2014652014652
2993.3671875,27.545787545787544
2993.37109375,29.499389499389494
2993.375,28.327228327228326
2993.37890625,26.373626373626372
2993.3828125,32.23443223443223
2993.38671875,37.313797313797316
2993.390625,33.7973137973138
2993.39453125,29.89010989010989
2993.3984375,30.28083028083028
2993.40234375,27.936507936507937
2993.40625,20.51282051282051
2993.41015625,15.43345543345543
2993.4140625,7.619047619047618
2993.41796875,0.19536019536019467
2993.421875,-0.19536019536019603
2993.42578125,4.102564102564102
2993.4296875,4.493284493284492
2993.43359375,5.274725274725273
2993.4375,8.00976800976801
2993.44140625,4.493284493284492
2993.4453125,2.539682539682539
2993.44921875,6.837606837606837
2993.453125,8.00976800976801
2993.45703125,2.9304029304029293
2993.4609375,2.9304029304029293
2993.46484375,1.7582417582417573
2993.46875,-2.1489621489621498
2993.47265625,-6.056166056166057
2993.4765625,-13.47985347985348
2993.48046875,-14.652014652014653
2993.484375,-10.354090354090355
2993.48828125,-2.9304029304029307
2993.4921875,0.5860805860805853
2993.49609375,2.539682539682539
2993.5,6.837606837606837
2993.50390625,9.57264957264957
2993.5078125,8.400488400488397
2993.51171875,7.2283272283272275
2993.515625,9.181929181929181
2993.51953125,8.79120879120879
2993.5234375,6.446886446886445
2993.52734375,3.711843711843711
2993.53125,0.5860805860805853
2993.53515625,-4.493284493284494
2993.5390625,-11.135531135531137
2993.54296875,-13.08913308913309
2993.546875,-9.963369963369964
2993.55078125,-3.711843711843712
2993.5546875,0.19536019536019467
2993.55859375,2.1489621489621484
2993.5625,2.539682539682539
2993.56640625,6.056166056166055
2993.5703125,9.963369963369964
2993.57421875,9.181929181929181
2993.578125,9.181929181929181
2993.58203125,13.089133089133089
2993.5859375,16.214896214896214
2993.58984375,15.04273504273504
2993.59375,13.089133089133089
2993.59765625,8.400488400488397
2993.6015625,2.539682539682539
2993.60546875,-0.9768009768009775
2993.609375,1.3675213675213669
2993.61328125,5.665445665445665
2993.6171875,10.744810744810742
2993.62109375,14.26129426129426
2993.625,12.698412698412698
2993.62890625,11.916971916971914
2993.6328125,15.04273504273504
2993.63671875,18.559218559218557
2993.640625,15.824175824175823
2993.64453125,13.47985347985348
2993.6484375,15.824175824175823
2993.65234375,17.777777777777775
2993.65625,13.870573870573867
2993.66015625,11.526251526251526
2993.6640625,6.837606837606837
2993.66796875,1.7582417582417573
2993.671875,4.8840048840048835
2993.67578125,10.354090354090353
2993.6796875,12.307692307692307
2993.68359375,14.652014652014651
