time,bandpass
2993.0,-10.053485996791668
2993.00390625,-10.187151864582669
2993.0078125,-10.513443545179832
2993.01171875,-11.080130353698033
2993.015625,-11.813264914489354
2993.01953125,-12.683251280143692
2993.0234375,-13.864226358871516
2993.02734375,-15.73497724591456
2993.03125,-18.609485442661267
2993.03515625,-22.269954321664223
2993.0390625,-25.69184145827958
2993.04296875,-27.388246173361974
2993.046875,-26.307384222302023
2993.05078125,-22.63293061599031
2993.0546875,-17.824120030908595
2993.05859375,-13.843000723773933
2993.0625,-12.134216003581846
2993.06640625,-12.991458280878275
2993.0703125,-15.568507117054164
2993.07421875,-18.450873771293416
2993.078125,-20.5236042917057
2993.08203125,-21.666753706129395
2993.0859375,-22.747828425824444
2993.08984375,-24.820881083731553
2993.09375,-28.12504767497129
2993.09765625,-31.688436281685117
2993.1015625,-33.87490402708225
2993.10546875,-33.49271962968891
2993.109375,-30.638230319647093
2993.11328125,-26.61431883099864
2993.1171875,-23.000117805180388
2993.12109375,-20.657414597640987
2993.125,-19.46397631069098
2993.12890625,-18.847937444164145
2993.1328125,-18.45570620523977
2993.13671875,-18.27806260970765
2993.140625,-18.307058362379024
2993.14453125,-18.386799965339918
2993.1484375,-18.550509552310913
2993.15234375,-19.309586823582972
2993.15625,-21.27903383221965
2993.16015625,-24.350847400160625
2993.1640625,-27.291888639088107
2993.16796875,-28.333968096626204
2993.171875,-26.387321795457567
2993.17578125,-21.894045464542273
2993.1796875,-16.620329230036095
2993.18359375,-12.568671747876088
2993.1875,-10.843110989988617
2993.19140625,-11.21190571603896
2993.1953125,-12.490201591665105
2993.19921875,-13.289662377245982
2993.203125,-12.607984613010604
2993.20703125,-10.106066962879645
2993.2109375,-6.1907567206653304
2993.21484375,-1.8722242307579329
2993.21875,1.7609638794418752
2993.22265625,4.2564655069792305
2993.2265625,6.08316361563519
2993.23046875,8.093329059219485
2993.234375,10.578028184985573
2993.23828125,12.808371689084444
2993.2421875,13.497376592146379
2993.24609375,11.74501164179155
2993.25,7.6919445742748085
2993.25390625,2.4901198477789013
2993.2578125,-2.283006025091886
2993.26171875,-5.4014419719359426
2993.265625,-6.565331522799949
2993.26953125,-6.475448174008096
2993.2734375,-6.372783090841947
2993.27734375,-7.308032447998624
2993.28125,-9.516718364211092
2993.28515625,-12.205559457625245
2993.2890625,-13.908852089679282
2993.29296875,-13.300176441297083
2993.296875,-9.985058108223694
2993.30078125,-4.712067843157975
2993.3046875,1.1302737012860753
2993.30859375,6.2726109233851695
2993.3125,10.002619719218009
2993.31640625,12.160179992565634
2993.3203125,12.998558876718658
2993.32421875,13.104809461749275
2993.328125,13.208432474313913
2993.33203125,13.75569539749912
2993.3359375,14.557174757967907
2993.33984375,14.942763080188247
2993.34375,14.412085061370734
2993.34765625,13.248051361388356
2993.3515625,12.511932210771738
2993.35546875,13.315410170534445
2993.359375,15.913924689815435
2993.36328125,19.431528911557585
2993.3671875,22.539114788115
2993.37109375,24.50641326586199
2993.375,25.646679578548074
2993.37890625,26.768471425317927
2993.3828125,28.25732089203519
2993.38671875,29.725594518198246
2993.390625,30.433576759425257
2993.39453125,29.82369633087271
2993.3984375,27.60029623072972
2993.40234375,23.571597114487535
2993.40625,17.776861648965177
2993.41015625,10.895873034512617
2993.4140625,4.384787548588266
2993.41796875,-0.07686494751353679
2993.421875,-1.5592338781559683
2993.42578125,-0.4935701295282615
2993.4296875,1.6350608820633332
2993.43359375,3.287279468837192
2993.4375,3.7717863996339123
2993.44140625,3.414632289245916
2993.4453125,2.9953220314846205
2993.44921875,3.0022969334473975
2993.453125,3.288078643579534
2993.45703125,3.2259956373077676
2993.4609375,2.0654508802107654
2993.46484375,-0.7133493674946627
2993.46875,-5.011539587662512
2993.47265625,-9.817998439858833
2993.4765625,-13.410422513136819
2993.48046875,-14.203794487171024
2993.484375,-11.726156206776366
2993.48828125,-6.919938978283178
2993.4921875,-1.5219814110095395
2993.49609375,2.9229688734946357
2993.5,5.692138273772754
2993.50390625,6.9228474142300325
2993.5078125,7.262746263761062
2993.51171875,7.381412055039317
2993.515625,7.529392661536482
2993.51953125,7.349519064524703
2993.5234375,6.081311972624909
2993.52734375,3.0904725597855993
2993.53125,-1.5417906120142884
2993.53515625,-6.733171324616892
2993.5390625,-10.727385589840635
2993.54296875,-11.997917145936732
2993.546875,-10.16709503646441
2993.55078125,-6.212272573703667
2993.5546875,-1.7715209465295296
2993.55859375,1.8586224349538591
2993.5625,4.258946146503184
2993.56640625,5.753176555761247
2993.5703125,6.988902120385331
2993.57421875,8.58564454066132
2993.578125,10.827790240378738
2993.58203125,13.351713292441914
2993.5859375,15.095049008231209
2993.58984375,14.808438119656486
2993.59375,11.95425160473842
2993.59765625,7.34619784327853
2993.6015625,2.9426523125657402
2993.60546875,0.7910001869525001
2993.609375,1.7994413321848688
2993.61328125,5.233460436232046
2993.6171875,9.322685273179024
2993.62109375,12.47876848597337
2993.625,14.151295585394017
2993.62890625,14.754108528843464
2993.6328125,14.984986694838785
2993.63671875,15.29796347350246
2993.640625,15.840690814241555
2993.64453125,16.521893686164976
2993.6484375,16.92130519775042
2993.65234375,16.301473429664497
2993.65625,14.074460112252645
2993.66015625,10.49379167173317
2993.6640625,6.877173735937374
2993.66796875,4.961104083647546
2993.671875,5.775518680306524
2993.67578125,8.912790707246598
2993.6796875,12.75577676953721
2993.68359375,15.435070435425766
2993.6875,15.783839213679911
2993.69140625,13.718934601000898
2993.6953125,10.001020510266912
2993.69921875,5.72369927015854
2993.703125,1.8670224279531098
2993.70703125,-1.0435874330702193
2993.7109375,-3.219185760587349
2993.71484375,-5.597902604873447
2993.71875,-9.23373053052514
2993.72265625,-14.325508817833562
2993.7265625,-19.739670784605643
2993.73046875,-23.640401057959195
2993.734375,-24.819517919625568
2993.73828125,-23.60802384566904
2993.7421875,-21.63852809643265
2993.74609375,-20.75996334211233
2993.75,-22.004791345305296
2993.75390625,-25.23821902983912
2993.7578125,-29.490642903961156
2993.76171875,-33.601941986990695
2993.765625,-36.77408768241183
2993.76953125,-38.78976024659878
2993.7734375,-39.91602023949121
2993.77734375,-40.666367426054464
2993.78125,-41.50146464556592
2993.78515625,-42.47701399108701
2993.7890625,-43.033645093974016
2993.79296875,-42.238035683214356
2993.796875,-39.45258529516596
2993.80078125,-34.941302181565725
2993.8046875,-29.907951951071933
2993.80859375,-25.932893379398617
2993.8125,-24.1998090651431
2993.81640625,-24.925859117356314
2993.8203125,-27.205199915634296
2993.82421875,-29.368242473277252
2993.828125,-29.859205696925734
2993.83203125,-28.25239227820228
2993.8359375,-25.640418809804146
2993.83984375,-23.913427809829194
2993.84375,-24.35742138017913
2993.84765625,-26.627452924639083
2993.8515625,-28.89515054790634
2993.85546875,-29.093286473719413
2993.859375,-26.34530390143468
2993.86328125,-21.497948812970407
2993.8671875,-16.391494996485868
2993.87109375,-12.538096485819521
2993.875,-10.28270759234813
2993.87890625,-8.963261697440771
2993.8828125,-7.675563002898436
2993.88671875,-5.875639236655518
2993.890625,-3.4972505612191966
2993.89453125,-0.8597268798964457
2993.8984375,1.3808309542537511
2993.90234375,2.4033850507815
2993.90625,1.6976251631469914
2993.91015625,-0.43560448466547896
2993.9140625,-2.8798420839045384
2993.91796875,-4.352838815532397
2993.921875,-4.251332163105323
2993.92578125,-2.991797244581713
2993.9296875,-1.5681560974240671
2993.93359375,-0.7255432623250453
2993.9375,-0.4217575229853239
2993.94140625,0.061465599045137154
2993.9453125,1.5277815391997418
2993.94921875,4.30078679404552
2993.953125,8.073260653405855
2993.95703125,12.09706658133986
2993.9609375,15.378191070784125
2993.96484375,16.829311838825255
2993.96875,15.661089310942199
2993.97265625,12.015843120162447
2993.9765625,7.281380240451237
2993.98046875,3.5449531450795515
2993.984375,2.3975857128836555
2993.98828125,3.9683147586967564
2993.9921875,6.928620257459441
2993.99609375,9.422933906067852
2994.0,10.21864184789386
2994.00390625,9.328763940280414
2994.0078125,7.792716887214175
2994.01171875,6.822272246644906
2994.015625,6.901654084456654
2994.01953125,7.4683227916894
2994.0234375,7.3689337907631565
2994.02734375,5.703648410517809
2994.03125,2.465437705152479
2994.03515625,-1.387921448623386
2994.0390625,-4.449049881209872
2994.04296875,-5.688306916441494
2994.046875,-5.0905508237863595
2994.05078125,-3.638055887437256
2994.0546875,-2.631043783697674
2994.05859375,-2.8827581611042135
2994.0625,-4.388096272895455
2994.06640625,-6.545786927790241
2994.0703125,-8.533846355147997
2994.07421875,-9.559255410839558
2994.078125,-9.103420817794067
2994.08203125,-7.254455231802849
2994.0859375,-4.826607607513578
2994.08984375,-2.9383061022051664
2994.09375,-2.2215401158451775
2994.09765625,-2.271209780425639
2994.1015625,-1.8464328391955176
2994.10546875,0.2149674828160828
2994.109375,4.0122072514820015
