time,normalized
2996.0,1.3299907648718536
2996.00390625,1.2004562334493563
2996.0078125,1.1097874513209194
2996.01171875,1.0763625814307054
2996.015625,1.0914747188201366
2996.01953125,1.1216765483515958
2996.0234375,1.126116100625715
2996.02734375,1.080419827249267
2996.03125,0.9928557135636595
2996.03515625,0.9006861414314735
2996.0390625,0.8458554281957205
2996.04296875,0.8449319301560667
2996.046875,0.875905919578306
2996.05078125,0.8934349451007102
2996.0546875,0.8612795512758652
2996.05859375,0.776452733444509
2996.0625,0.6671988380540185
2996.06640625,0.5694969169858649
2996.0703125,0.5036375091296783
2996.07421875,0.4680596672352581
2996.078125,0.4486058903333771
2996.08203125,0.4292200530809831
2996.0859375,0.39553951421374345
2996.08984375,0.33526342091294764
2996.09375,0.2426190392931139
2996.09765625,0.12536234626731696
2996.1015625,0.0038058190501329445
2996.10546875,-0.10349651755934218
2996.109375,-0.196791126761666
2996.11328125,-0.2973372073942706
2996.1171875,-0.4302387849424292
2996.12109375,-0.6026472605092624
2996.125,-0.7964664249607074
2996.12890625,-0.9800159660621175
2996.1328125,-1.1251889345155235
2996.13671875,-1.2141989847030332
2996.140625,-1.235018341534088
2996.14453125,-1.1785447114664684
2996.1484375,-1.0459571768607534
2996.15234375,-0.8581672496191501
2996.15625,-0.6524048370030059
2996.16015625,-0.46297980178829384
2996.1640625,-0.301709278069523
2996.16796875,-0.1581537175731531
2996.171875,-0.022411612670795066
2996.17578125,0.09069936145386104
2996.1796875,0.1412275492805241
2996.18359375,0.09055309462427356
2996.1875,-0.06724383967589276
2996.19140625,-0.2952016304505934
2996.1953125,-0.532643900961583
2996.19921875,-0.728852527127117
2996.203125,-0.8669557022618053
2996.20703125,-0.9639058653996555
2996.2109375,-1.0506177322042467
2996.21484375,-1.14703511894618
2996.21875,-1.246520741622397
2996.22265625,-1.3174985139425404
2996.2265625,-1.3214101441503847
2996.23046875,-1.2369881779539247
2996.234375,-1.0758510200755504
2996.23828125,-0.8787353344522779
2996.2421875,-0.6949456320340411
2996.24609375,-0.5597564255129265
2996.25,-0.4843013226036545
2996.25390625,-0.46069697477825683
2996.2578125,-0.47407404988219143
2996.26171875,-0.5123263545449216
2996.265625,-0.5707975802877912
2996.26953125,-0.6533340624164975
2996.2734375,-0.7694398393301335
2996.27734375,-0.9255188276257882
2996.28125,-1.1128164809457166
2996.28515625,-1.301814143308697
2996.2890625,-1.4515268278756004
2996.29296875,-1.529789186269281
2996.296875,-1.5291438425995425
2996.30078125,-1.4659459378175708
2996.3046875,-1.3660535260153714
2996.30859375,-1.252035550595786
2996.3125,-1.141181263511961
2996.31640625,-1.048109901835651
2996.3203125,-0.9803980953978771
2996.32421875,-0.9280360996827373
2996.328125,-0.8618238788969268
2996.33203125,-0.751579427490298
2996.3359375,-0.5936803988171919
2996.33984375,-0.4221326345202321
2996.34375,-0.2872961172856035
2996.34765625,-0.21573625741316552
2996.3515625,-0.18582184391563386
2996.35546875,-0.1430401495500456
2996.359375,-0.04348943303406716
2996.36328125,0.11180204326848539
2996.3671875,0.27978071606985044
2996.37109375,0.4105040414147283
2996.375,0.48438189883983224
2996.37890625,0.5229915253082716
2996.3828125,0.5683684203367292
2996.38671875,0.6501384548941949
2996.390625,0.7651014449662633
2996.39453125,0.8794779823222618
2996.3984375,0.9474422948237174
2996.40234375,0.9331281946088569
2996.40625,0.8255529251420806
2996.41015625,0.6416753944105427
2996.4140625,0.4183504284398645
2996.41796875,0.19728766677296317
2996.421875,0.009395339108704511
2996.42578125,-0.1339711624765422
2996.4296875,-0.23868182904095317
2996.43359375,-0.3172195361267194
2996.4375,-0.3769636281030942
2996.44140625,-0.41376905222929067
2996.4453125,-0.41350791369060225
2996.44921875,-0.3597543736878549
2996.453125,-0.2431412171122125
2996.45703125,-0.068373309096158
2996.4609375,0.144301428216017
2996.46484375,0.36569884447653983
2996.46875,0.5707126635071098
2996.47265625,0.7498751165908474
2996.4765625,0.9106667308023346
2996.48046875,1.0665535963910189
2996.484375,1.2213262143930677
2996.48828125,1.3610798191997104
2996.4921875,1.4606024660426091
2996.49609375,1.4986588535151906
2996.5,1.4698519966416357
2996.50390625,1.3857752840190687
2996.5078125,1.2675166201882317
2996.51171875,1.135354672085634
2996.515625,0.999859542015145
2996.51953125,0.8575216339865386
2996.5234375,0.6945596215369345
2996.52734375,0.500280513217528
2996.53125,0.28405162605529055
2996.53515625,0.08266475126404284
2996.5390625,-0.05295194676640519
2996.54296875,-0.08768684566990531
2996.546875,-0.028121913294502126
2996.55078125,0.07724887524143725
2996.5546875,0.1661726820212818
2996.55859375,0.19946364307068623
2996.5625,0.18035834626588926
2996.56640625,0.14466049531033118
2996.5703125,0.13236357513847025
2996.57421875,0.16291301044392278
2996.578125,0.22917486815786572
2996.58203125,0.3090284090771191
2996.5859375,0.3826016549273988
2996.58984375,0.4434618606568101
2996.59375,0.4995962521399002
2996.59765625,0.5668205925239472
2996.6015625,0.6588181950539233
2996.60546875,0.7770407810208125
2996.609375,0.9047622411740449
2996.61328125,1.0104682388888109
2996.6171875,1.061045633252612
2996.62109375,1.0375218415342855
2996.625,0.9436465260440299
2996.62890625,0.8028175994597035
2996.6328125,0.6469980645010843
2996.63671875,0.5053011008978454
2996.640625,0.39613911638821375
2996.64453125,0.32154648385530404
2996.6484375,0.26461400037298743
